text,label,category,channel
เรียนลูกค้าค่ะ พัสดุของท่านตกค้างอยู่ที่ศูนย์คัดแยกนะคะ เนื่องจากข้อมูลไม่ครบ กรุณากดลิงก์ยืนยันตัวตนภายใน 24 ชม. ไม่งั้นพัสดุถูกตีกลับนะคะ,1,พัสดุ,sms
สวัสดีครับ โทรจากบริษัทขนส่งนะครับ พัสดุคุณมีปัญหาที่ศุลกากร ตรวจเจอของผิดกฎหมายข้างในครับ ต้องโอนค่าปรับมาก่อน ไม่งั้นแจ้งตำรวจนะครับ,1,พัสดุ,call
คุณลูกค้าขา พัสดุค้างชำระค่าภาษีนำเข้า 350 บาทค่ะ กดลิงก์ด้านล่างจ่ายเพื่อรับพัสดุนะคะ ไม่งั้นส่งคืนต้นทางเลยจ้า,1,พัสดุ,sms
พี่คะ มีพัสดุจากต่างประเทศส่งมาในชื่อพี่ แต่ติดที่ด่านอ่ะค่ะ เจ้าหน้าที่ขอตรวจสอบเลขบัญชีพี่หน่อยนะคะ,1,พัสดุ,call
แจ้งเตือน: พัสดุหมายเลข TH88 รอการนำส่ง ระบบพบที่อยู่ไม่ถูกต้องนะคะ กรุณายืนยันข้อมูลและบัตรเครดิตผ่านลิงก์ภายในวันนี้ค่ะ,1,พัสดุ,sms
นี่สายจากสำนักงานตำรวจแห่งชาตินะครับ บัญชีคุณพัวพันคดีฟอกเงิน ถ้าไม่อยากโดนจับให้โอนเงินมาตรวจสอบก่อนนะครับ ห้ามบอกใครเด็ดขาด,1,ตำรวจ/หน่วยงานรัฐ,call
เรียนสายจาก DSI ครับ บัตรประชาชนคุณถูกเอาไปเปิดบัญชีเกี่ยวกับยาเสพติด ตอนนี้มีหมายจับแล้วนะครับ ต้องรีบดำเนินการด่วนเลยนะ,1,ตำรวจ/หน่วยงานรัฐ,call
สวัสดีค่ะ โทรจากกรมสอบสวนคดีพิเศษนะคะ คุณเกี่ยวข้องกับขบวนการฟอกเงินค่ะ ขอให้โอนเงินทั้งหมดมาบัญชีกลางเพื่อตรวจสอบ เดี๋ยวโอนคืนทีหลังนะคะ,1,ตำรวจ/หน่วยงานรัฐ,call
คุณกำลังจะถูกออกหมายจับนะครับ คดีร้ายแรงมากกก ผมเป็นตำรวจนะ ถ้าอยากเคลียร์ให้จบโทรกลับเบอร์นี้ด่วนเลย ห้ามวางสายเด็ดขาดนะครับ,1,ตำรวจ/หน่วยงานรัฐ,call
กด 9 เพื่อติดต่อเจ้าหน้าที่นะคะ บัญชีของท่านถูกอายัดเนื่องจากเกี่ยวข้องกับคดีอาชญากรรมค่ะ หากไม่ดำเนินการจะถูกดำเนินคดีตามกฎหมายนะคะ,1,ตำรวจ/หน่วยงานรัฐ,call
สนใจลงทุนไหมคะ ผลตอบแทน 30% ต่อเดือน การันตีเลยจ้า ลงวันนี้พรุ่งนี้ได้กำไรเลยค่ะ รับจำนวนจำกัดนะคะ รีบเลยยย,1,ลงทุน,chat
พี่ครับ หุ้นตัวนี้กำลังจะขึ้น 10 เด้ง โค้ชแนะนำมาเลย ลงทุนกับกลุ่มเราได้กำไรชัวร์ๆ ไม่มีขาดทุนครับ เข้ากลุ่ม VIP ฟรีนะครับ,1,ลงทุน,chat
"เทรดทองคำ-คริปโตกับเรานะคะ การันตีกำไรทุกวันเลยค่า มีโค้ชสอนฟรี เริ่มแค่ 1,000 เดือนเดียวเป็นแสนเลยจ้า สนใจทักมาเลยน้า",1,ลงทุน,chat
ลงทุนกับแพลตฟอร์มเราสิคะ ถอนได้จริงทุกวัน คนรวยจากตรงนี้เยอะมากเลยค่ะ โอกาสดีๆ แบบนี้ไม่ได้มีบ่อยนะ รีบคว้าไว้เลยจ้า,1,ลงทุน,chat
น้องๆ คนนี้ทำตามโค้ชแค่อาทิตย์เดียวได้กำไรห้าหมื่นแล้วนะคะ พี่ก็ทำได้ค่ะ แอดไลน์มาเลยเดี๋ยวสอนให้ฟรีๆ เลยจ้า,1,ลงทุน,chat
อนุมัติเงินกู้ด่วน ไม่เช็คบูโร ไม่ต้องค้ำ ได้เงินใน 30 นาทีค่ะ แต่ต้องโอนค่าธรรมเนียมดำเนินการก่อนนะคะ 500 บาทเองจ้า,1,เงินกู้,sms
