text,label,category,channel
"ผู้โทร: สวัสดีค่ะ ติดต่อจากบริษัทขนส่งเอกชนนะคะ ไม่ทราบว่าสายของคุณ...(เอ่ยชื่อลูกค้า) ใช่ไหมคะ
ผู้รับสาย: ใช่ครับ มีอะไรเหรอครับ
ผู้โทร: คือว่า...ทางเรามีพัสดุของคุณตกค้างอยู่ที่ศูนย์คัดแยกค่ะ เป็นพัสดุที่ส่งไปต่างประเทศแล้วถูกตีกลับมา เพราะตรวจพบสิ่งของผิดกฎหมายข้างในค่ะ
ผู้รับสาย: เอ๊ะ ผมไม่ได้ส่งอะไรไปต่างประเทศนะครับ คงเข้าใจผิดแล้วล่ะ
ผู้โทร: อ๋อ...คือในพัสดุระบุชื่อกับเลขบัตรประชาชนของคุณชัดเจนเลยค่ะ ข้างในมีบัตรเอทีเอ็มปลอมกับสมุดบัญชีจำนวนมาก ตอนนี้เรื่องถูกส่งต่อให้ตำรวจแล้วนะคะ เดี๋ยวดิฉันโอนสายไปให้เจ้าหน้าที่นะคะ รอสักครู่ค่ะ
ผู้รับสาย: เอ่อ...ตำรวจเหรอครับ
ผู้โทร: สวัสดีครับ ร้อยตำรวจเอกจากกองปราบฯ นะครับ ตอนนี้ชื่อคุณพัวพันกับคดีฟอกเงินข้ามชาติ มูลค่าหลายสิบล้านครับ คุณทราบเรื่องนี้ไหมครับ
ผู้รับสาย: ไม่ทราบเลยครับ ผมไม่ได้เกี่ยวข้องอะไรด้วยเลยนะ
ผู้โทร: เข้าใจครับ หลายคนก็โดนสวมรอยแบบนี้ เพื่อพิสูจน์ความบริสุทธิ์คุณต้องให้ความร่วมมือนะครับ แล้วก็ห้ามบอกใครเด็ดขาด แม้แต่คนในครอบครัว เพราะคดีนี้เป็นความลับ ถ้าหลุดออกไปจะเข้าข่ายขัดขวางกระบวนการยุติธรรมครับ
ผู้รับสาย: แล้วผมต้องทำยังไงครับ
ผู้โทร: คุณต้องโอนเงินในบัญชีทั้งหมดมาที่บัญชีกลางตรวจสอบของสำนักงานก่อนนะครับ เพื่อให้เราพิสูจน์ว่าเป็นเงินสะอาด พอตรวจเสร็จภายใน 24 ชั่วโมงเราจะโอนคืนให้ครบพร้อมหนังสือรับรองครับ
ผู้รับสาย: มันต้องโอนเลยเหรอครับ ฟังดูแปลก ๆ นะ
ผู้โทร: คุณครับ ตอนนี้คุณกำลังจะถูกออกหมายจับนะครับ ถ้าไม่รีบดำเนินการภายในวันนี้ พรุ่งนี้เช้ามีตำรวจไปที่บ้านคุณเลยนะ อายเพื่อนบ้านไหมล่ะครับ รีบโอนมาก่อนเถอะครับ เดี๋ยวผมส่งเลขบัญชีให้เลย",1,พัสดุตกค้าง-ขู่คดีฟอกเงิน,call
"ผู้โทร: สวัสดีครับ ผมโทรจากสำนักงาน ปปง. นะครับ คือสำนักงานป้องกันและปราบปรามการฟอกเงิน ขอเรียนสายคุณ...นะครับ
ผู้รับสาย: ค่ะ มีอะไรคะ
ผู้โทร: คือว่าระบบของเราตรวจพบว่ามีบัญชีธนาคารที่เปิดด้วยเลขบัตรประชาชนของคุณ ไปเกี่ยวข้องกับการรับโอนเงินจากแก๊งคอลเซ็นเตอร์ครับ ยอดเงินหมุนเวียนสูงมากเลยนะครับ
ผู้รับสาย: หา? เป็นไปไม่ได้ค่ะ ดิฉันมีบัญชีอยู่ธนาคารเดียวเองนะ
ผู้โทร: อ๋อ...อันนี้แหละครับที่น่ากังวล แสดงว่าข้อมูลคุณรั่วไหลแล้ว มีคนเอาไปเปิดบัญชีม้าครับ เพื่อความปลอดภัยของตัวคุณเอง คุณต้องยืนยันตัวตนกับเราเดี๋ยวนี้ ไม่งั้นบัญชีจริงของคุณจะถูกอายัดไปด้วยนะครับ
ผู้รับสาย: แล้วต้องทำยังไงคะ เริ่มกลัวแล้วเนี่ย
ผู้โทร: ใจเย็นนะครับ เดี๋ยวผมส่งลิงก์แอปพลิเคชันของสำนักงานไปให้ คุณกดติดตั้งแล้วเปิดสิทธิ์การเข้าถึงให้ครบทุกอย่างนะครับ แอปนี้จะเชื่อมกับระบบเราเพื่อตรวจสอบความบริสุทธิ์ของบัญชีคุณครับผม
ผู้รับสาย: เอ่อ...มันต้องโหลดแอปด้วยเหรอคะ
ผู้โทร: ใช่ครับ เป็นขั้นตอนปกติของทางราชการ พอติดตั้งเสร็จคุณก็ล็อกอินเข้าแอปธนาคารตามปกตินะครับ ระบบจะตรวจสอบให้เอง ไม่ต้องทำอะไรเพิ่ม
ผู้รับสาย: แต่เพื่อนเคยเตือนว่าอย่าโหลดแอปแปลก ๆ นะ
ผู้โทร: คุณครับ นี่เป็นหน่วยงานราชการนะ ไม่ใช่มิจฉาชีพ ถ้าคุณไม่ให้ความร่วมมือ ผมจำเป็นต้องบันทึกว่าคุณปฏิเสธการตรวจสอบ แล้วส่งเรื่องดำเนินคดีเลยนะครับ คุณจะเอาแบบนั้นเหรอ รีบทำตามที่ผมบอกเถอะ เวลาไม่คอยใครนะครับ",1,ปปง.-หลอกโหลดแอปรีโมท,call
"ผู้โทร: สวัสดีค่ะ คุณ...ใช่ไหมคะ พอดีคุณเคยลงทะเบียนสนใจสินเชื่อกับเราไว้น่ะค่ะ โทรมาแจ้งข่าวดีว่าได้รับอนุมัติวงเงินแล้วค่ะ
ผู้รับสาย: เอ๊ะ ผมจำไม่ได้ว่าเคยลงทะเบียนนะครับ แต่...อนุมัติเท่าไหร่เหรอครับ
ผู้โทร: อนุมัติห้าหมื่นบาทค่ะ ดอกเบี้ยต่ำมากเลยนะคะ ผ่อนสบาย ๆ ไม่ต้องมีคนค้ำ ไม่เช็คเครดิตบูโรด้วยค่ะ
ผู้รับสาย: โห ดีจังเลย แล้วเงินจะเข้าเมื่อไหร่ครับ พอดีกำลังร้อนเงินอยู่เลย
ผู้โทร: เข้าวันนี้เลยค่ะ แต่ว่า...มีขั้นตอนนิดนึงนะคะ คือระบบต้องการเงินค้ำประกันวงเงินก่อนค่ะ หนึ่งพันห้าร้อยบาท เพื่อยืนยันว่าคุณมีตัวตนจริง พอเงินกู้โอนเข้าปุ๊บ เราคืนค่าค้ำประกันให้ทันทีเลยค่ะ
ผู้รับสาย: อ้าว ต้องจ่ายก่อนเหรอครับ ทำไมไม่หักจากเงินกู้เลยล่ะ
ผู้โทร: อ๋อ...ระบบมันหักไม่ได้ค่ะ เพราะเงินกู้ยังไม่ได้โอนออกไงคะ มันต้องมีเงินค้ำเข้ามาก่อนระบบถึงจะปลดล็อกการโอนค่ะ ลูกค้าทุกคนก็ทำแบบนี้เหมือนกันหมดเลยค่ะ
ผู้รับสาย: เออ...ฟังดูก็แปลก ๆ นะ
ผู้โทร: ไม่แปลกเลยค่ะ ปลอดภัยร้อยเปอร์เซ็นต์ค่ะ แต่ถ้าคุณไม่รีบโอนภายในชั่วโมงนี้ วงเงินที่อนุมัติไว้จะถูกยกเลิกอัตโนมัตินะคะ คิวต่อไปกว่าจะได้อีกทีก็เป็นเดือนเลยค่ะ เสียดายโอกาสนะคะ รีบโอนมาเลยดีกว่า เดี๋ยวดิฉันส่งเลขบัญชีให้นะคะ",1,เงินกู้-เก็บค่าค้ำประกันล่วงหน้า,call
"ผู้โทร: สวัสดีค่ะ ดิฉันโทรจากฝ่ายความปลอดภัยของธนาคารนะคะ ขอเรียนสายคุณ...ค่ะ ไม่ทราบว่าเมื่อสักครู่คุณทำรายการสมัครบัตรเครดิตใบใหม่ วงเงินแปดหมื่นบาทหรือเปล่าคะ
ผู้รับสาย: เปล่านะครับ ผมไม่ได้สมัครอะไรเลย
ผู้โทร: อ๋อ ค่ะ...งั้นแสดงว่ามีคนแอบใช้ข้อมูลของคุณสมัครค่ะ ตอนนี้ระบบจับได้และระงับไว้ก่อนนะคะ เพื่อความปลอดภัย ดิฉันขอยืนยันว่าคุณเป็นเจ้าของบัญชีตัวจริงนะคะ
ผู้รับสาย: เออ ได้ครับ ต้องทำยังไง
ผู้โทร: เดี๋ยวธนาคารจะให้คุณติดตั้งแอปสำหรับตรวจสอบความปลอดภัยนะคะ เพื่อสแกนว่ามือถือคุณมีไวรัสขโมยข้อมูลหรือเปล่า ดิฉันส่งลิงก์ไปทางข้อความให้นะคะ กดติดตั้งแล้วเปิดให้เข้าถึงหน้าจอด้วยค่ะ
ผู้รับสาย: เอ่อ...เปิดให้เข้าถึงหน้าจอเลยเหรอครับ
ผู้โทร: ใช่ค่ะ เพื่อให้เจ้าหน้าที่เทคนิคของเราดูแลขั้นตอนให้คุณแบบเรียลไทม์ จะได้ไม่ผิดพลาด พอติดตั้งเสร็จ รบกวนเปิดแอปธนาคารแล้วเข้าสู่ระบบให้ดิฉันดูหน่อยนะคะ ว่ายอดเงินถูกต้องไหม
ผู้รับสาย: ทำไมต้องให้ดูตอนผมล็อกอินด้วยล่ะครับ ฟังแล้วไม่ค่อยสบายใจ
ผู้โทร: ไม่ต้องกังวลเลยค่ะ ธนาคารทำเพื่อปกป้องเงินคุณนะคะ แล้วก็...เพื่อความปลอดภัยสูงสุด เดี๋ยวเราให้คุณโอนเงินทั้งหมดไปพักไว้ที่บัญชีปลอดภัยที่ธนาคารเปิดให้ชั่วคราวก่อนนะคะ พอเคลียร์เรื่องเสร็จก็โอนกลับให้ค่ะ
ผู้รับสาย: เดี๋ยวนะ ให้ผมโอนเงินออกเองเนี่ยนะ
ผู้โทร: ค่ะ เป็นมาตรการพิเศษค่ะ เคสนี้เร่งด่วนมากนะคะ ถ้าช้ากว่านี้มิจฉาชีพอาจดูดเงินคุณไปก่อน รีบทำตามที่ดิฉันบอกเลยนะคะ อย่าเพิ่งวางสายเด็ดขาดค่ะ ดิฉันจะอยู่ในสายแนะนำคุณทุกขั้นตอนเลยค่ะ",1,ปลอมเป็นธนาคาร-แอปรีโมท+โอนบัญชีปลอดภัย,call
"ผู้โทร: สวัสดีครับ ผมติดต่อจากศูนย์บัตรเครดิตของธนาคารนะครับ ขอเรียนสายคุณ...ครับ พอดีระบบตรวจพบรายการใช้จ่ายที่อาจผิดปกติ เลยขออนุญาตระงับบัตรชั่วคราวเพื่อความปลอดภัยก่อนนะครับ
ผู้รับสาย: หา? ระงับบัตรเหรอครับ มีรายการอะไรเหรอ
ผู้โทร: มีรายการรูดที่ต่างประเทศสองรายการ รายการละประมาณสามหมื่นบาทครับ เมื่อเช้านี้ ไม่ทราบว่าคุณเป็นคนทำรายการเองไหมครับ
ผู้รับสาย: ไม่ใช่ผมแน่นอนครับ ผมอยู่เมืองไทยทั้งวันเลย แล้วนี่ของจริงหรือมิจฉาชีพเนี่ย ช่วงนี้โดนหลอกกันเยอะ
ผู้โทร: เข้าใจเลยครับ ที่คุณระวังถือว่าดีมากเลยครับ งั้นแบบนี้นะครับ ผมจะไม่ขอข้อมูลที่เป็นความลับเลย ผมไม่ขอรหัส OTP ไม่ขอรหัสผ่าน ไม่ขอเลขหลังบัตรนะครับ คุณไม่ต้องบอกผมเด็ดขาด
ผู้รับสาย: อ้าว แล้วจะยืนยันยังไงล่ะครับว่าผมไม่ได้รูด
ผู้โทร: คุณไม่ต้องทำอะไรผ่านสายนี้เลยครับ ผมแค่แจ้งให้ทราบว่าบัตรถูกระงับแล้ว เงินคุณปลอดภัยแล้วนะครับ จากนี้ขอให้คุณเปิดแอปของธนาคารด้วยตัวเอง เข้าไปดูเมนูรายการที่ถูกระงับได้เลย หรือถ้าไม่สะดวก เดินเข้าสาขาไหนก็ได้พร้อมบัตรประชาชนนะครับ
ผู้รับสาย: อ๋อ แบบนี้ก็สบายใจขึ้นเยอะเลยครับ
ผู้โทร: ครับ แล้วเบอร์ที่โทรหาคุณวันนี้ คุณเช็คได้จากเลขหลังบัตรหรือในแอปเลยนะครับ ว่าตรงกับเบอร์ทางการไหม ถ้าไม่แน่ใจ วางสายแล้วโทรกลับเบอร์คอลเซ็นเตอร์หลังบัตรได้เลยครับ ผมไม่ว่าอะไรเลย
ผู้รับสาย: ขอบคุณมากครับ งั้นเดี๋ยวผมโทรกลับเบอร์หลังบัตรเพื่อความชัวร์นะครับ
ผู้โทร: ได้เลยครับ นั่นแหละปลอดภัยที่สุด เดี๋ยวบัตรใหม่จะส่งไปตามที่อยู่ในระบบภายในห้าถึงเจ็ดวันทำการนะครับ ไม่มีค่าใช้จ่ายใด ๆ ครับ ขอบคุณที่ใช้บริการครับ",0,ธนาคารจริง-แจ้งบัตรถูกระงับ,call
"ผู้โทร: สวัสดีค่ะ ดิฉันโทรจากบริษัทประกันภัยนะคะ ขอเรียนสายคุณ...ค่ะ พอดีมีเรื่องด่วนเกี่ยวกับกรมธรรม์รถยนต์ของคุณ มีการแจ้งเคลมอุบัติเหตุเข้ามาในชื่อรถของคุณค่ะ
ผู้รับสาย: หา? อุบัติเหตุ? รถผมจอดอยู่หน้าบ้านทั้งวันนะครับ ไม่ได้ชนอะไรเลย
ผู้โทร: อ๋อ ค่ะ...งั้นอาจเป็นกรณีที่มีคนแจ้งเลขทะเบียนผิด หรือเป็นรถคันอื่นค่ะ ดิฉันโทรมาเช็คกับคุณก่อนว่าคุณทราบเรื่องนี้ไหม จะได้ไม่อนุมัติเคลมผิดคันน่ะค่ะ
ผู้รับสาย: ไม่ทราบเลยครับ แล้วนี่ผมต้องเสียอะไรไหมเนี่ย เริ่มกังวล
ผู้โทร: ไม่ต้องเสียอะไรเลยค่ะ คุณไม่ได้เป็นฝ่ายผิด แล้วดิฉันก็ไม่ได้จะขอเงินอะไรคุณนะคะ แค่โทรมายืนยันข้อเท็จจริงค่ะ เดี๋ยวดิฉันบันทึกว่าคุณยืนยันว่ารถไม่ได้เกิดเหตุนะคะ
ผู้รับสาย: แล้วผมจะแน่ใจได้ไงครับว่าคุณเป็นประกันจริง ไม่ใช่มิจฉาชีพ
ผู้โทร: คำถามดีมากเลยค่ะ แบบนี้นะคะ ดิฉันแจ้งเลขกรมธรรม์สี่ตัวท้ายให้คุณ คุณเทียบกับเอกสารกรมธรรม์ที่คุณมีได้เลย แล้วถ้าไม่มั่นใจ คุณวางสายแล้วโทรกลับเบอร์คอลเซ็นเตอร์ที่อยู่บนเล่มกรมธรรม์หรือเว็บไซต์ทางการได้เลยนะคะ แล้วแจ้งเลขเคสนี้กับเจ้าหน้าที่ค่ะ
ผู้รับสาย: อ๋อ โอเคครับ แบบนั้นก็สบายใจขึ้น
ผู้โทร: ค่ะ แล้วดิฉันไม่ขอรหัสอะไรทั้งสิ้นนะคะ ไม่ขอเลขบัตร ไม่ขอ OTP ไม่ให้โอนเงินเด็ดขาดค่ะ ถ้าวันหลังมีใครโทรมาอ้างเป็นประกันแล้วขอให้โอนเงินหรือขอรหัส อันนั้นมิจฉาชีพแน่นอนค่ะ วางสายได้เลย
ผู้รับสาย: ขอบคุณที่เตือนนะครับ งั้นเดี๋ยวผมโทรกลับเบอร์บนเล่มเพื่อเช็คอีกที
ผู้โทร: ได้เลยค่ะ ดีแล้วค่ะ ขอบคุณที่ให้ความร่วมมือนะคะ มีอะไรสอบถามเพิ่มติดต่อสาขาได้ตลอดเลยค่ะ สวัสดีค่ะ",0,ประกันจริง-แจ้งเคลมอุบัติเหตุ,call
"ผู้โทร: สวัสดีครับ ฝ่ายดูแลลูกค้าธนาคารนะครับ ขอเรียนสายคุณ...ครับ พอดีมีรายการโอนเงินออกจากบัญชีคุณจำนวนหนึ่งแสนห้าหมื่นบาทกำลังรอดำเนินการครับ ระบบขึ้นเตือนว่าผิดปกติ เลยขอโทรมายืนยันก่อนนะครับ
ผู้รับสาย: เอ๊ะ ผมไม่ได้โอนอะไรขนาดนั้นนะครับ นี่มิจฉาชีพหรือเปล่าเนี่ย
ผู้โทร: ผมเข้าใจที่คุณสงสัยครับ และดีมากที่ระวัง แบบนี้นะครับ เพื่อความปลอดภัย ผมจะไม่ให้คุณทำอะไรผ่านสายนี้เลย ผมขอแค่แจ้งว่ารายการนี้ถูกพักไว้แล้วครับ เงินยังอยู่ครบ ยังไม่ได้โอนออกไปไหนนะครับ
ผู้รับสาย: แล้วผมต้องทำยังไงต่อครับ
ผู้โทร: รบกวนคุณเปิดแอปธนาคารด้วยตัวเองเลยครับ จะมีแจ้งเตือนรายการที่รอตรวจสอบอยู่ ถ้าไม่ใช่คุณก็กดปฏิเสธรายการในแอปได้เลย หรือถ้าสะดวกกว่า เดินเข้าสาขาพร้อมบัตรประชาชนก็ได้ครับ ผมจะไม่ขอรหัส OTP หรือรหัสผ่านจากคุณนะครับ ถ้ามีใครขอ นั่นคือมิจฉาชีพครับ
ผู้รับสาย: อ๋อ เพราะปกติผมเคยได้ยินว่าธนาคารจะไม่โทรมาขอรหัสใช่ไหมครับ
ผู้โทร: ถูกต้องเลยครับ ธนาคารไม่มีนโยบายขอรหัสทางโทรศัพท์เด็ดขาด แล้วก็ไม่เคยให้ลูกค้าโอนเงินไปบัญชีอื่นเพื่อความปลอดภัยนะครับ ถ้าใครพูดแบบนั้นให้สงสัยไว้ก่อนเลย
ผู้รับสาย: เข้าใจแล้วครับ งั้นเดี๋ยวผมเปิดแอปเช็คเลย แล้วถ้าไม่มั่นใจผมจะโทรกลับเบอร์หลังบัตรนะครับ
ผู้โทร: ดีที่สุดเลยครับ โทรกลับเบอร์ทางการเพื่อความชัวร์ ผมไม่ว่าอะไรเลยนะครับ ขอบคุณที่ให้ความร่วมมือ ดูแลบัญชีตัวเองได้ดีมากเลยครับ สวัสดีครับ",0,ธนาคารจริง-ยืนยันธุรกรรมผิดปกติ,call
"ผู้โทร: สวัสดีค่ะ ติดต่อจากธนาคารนะคะ ขอเรียนสายคุณ...ค่ะ พอดีระบบแจ้งว่าบัตรประชาชนที่คุณเคยให้ไว้ตอนเปิดบัญชีหมดอายุแล้วค่ะ ถ้าไม่อัปเดตข้อมูล บัญชีอาจถูกจำกัดการใช้งานบางส่วนนะคะ
ผู้รับสาย: อ้าว จะโดนระงับเหรอครับ แล้วนี่ของจริงไหมเนี่ย กลัวโดนหลอก
ผู้โทร: เข้าใจค่ะ ระวังไว้ดีแล้วค่ะ ดิฉันขอเรียนว่าเรื่องนี้คุณไม่ต้องทำอะไรผ่านโทรศัพท์เลยนะคะ ดิฉันไม่ขอรหัส ไม่ขอ OTP ไม่ให้โอนเงินใด ๆ ทั้งสิ้นค่ะ
ผู้รับสาย: อ๋อ แล้วผมต้องทำไงครับ
ผู้โทร: แค่คุณถือบัตรประชาชนใบใหม่ เดินเข้าไปที่สาขาใกล้บ้านเมื่อไหร่ก็ได้ภายในหกสิบวันค่ะ แจ้งว่าขออัปเดต KYC เจ้าหน้าที่สาขาทำให้เสร็จภายในสิบนาทีเองค่ะ หรือบางทีทำผ่านแอปทางการได้ด้วยนะคะ
ผู้รับสาย: ไม่ต้องรีบวันนี้ใช่ไหมครับ เพราะพวกมิจฉาชีพชอบบอกว่าด่วนมากต้องทำเดี๋ยวนี้
ผู้โทร: ใช่เลยค่ะ สังเกตดีมากเลยค่ะ ของจริงเราให้เวลาเป็นเดือนค่ะ ไม่มีเร่งรัดให้ทำเดี๋ยวนั้น ไม่มีขู่ว่าจะโดนจับ ถ้าใครเร่งให้โอนเงินหรือโหลดแอปด่วน ๆ อันนั้นมิจฉาชีพแน่นอนค่ะ
ผู้รับสาย: ขอบคุณมากครับ งั้นเดี๋ยวว่าง ๆ ผมแวะไปสาขานะครับ
ผู้โทร: ได้เลยค่ะ ถ้าไม่มั่นใจ โทรกลับเบอร์คอลเซ็นเตอร์หลังบัตรหรือในแอปเพื่อยืนยันก่อนก็ได้นะคะ ปลอดภัยไว้ก่อนดีค่ะ ขอบคุณค่ะ สวัสดีค่ะ",0,ธนาคารจริง-อัปเดต KYC บัตรหมดอายุ,call
"ผู้โทร: เฮ้ย! เป็นไงบ้างวะ หายไปไหนมาตั้งนาน โทรไปก็ไม่รับ
ผู้รับสาย: โอ๊ย อย่าพูดเลยเพื่อน ช่วงนี้งานยุ่งมาก แบบว่าทำโอทีทุกวันเลยอ่ะ กลับบ้านก็สลบ
ผู้โทร: โห หนักขนาดนั้นเลยเหรอ แล้วได้พักบ้างไหมเนี่ย เดี๋ยวป่วยเอานะมึง
ผู้รับสาย: เออ ก็กะว่าเสาร์อาทิตย์นี้จะนอนยาว ๆ 555 แล้วแกล่ะ เป็นไงบ้าง งานใหม่โอเคไหม
ผู้โทร: ก็โอเคนะ เจ้านายใจดี เพื่อนร่วมงานก็น่ารัก แต่...เอ่อ เงินเดือนยังไม่ออกอ่ะ รอแบบลุ้น ๆ 5555
ผู้รับสาย: 5555 เข้าใจเลย ช่วงสิ้นเดือนนี่กระเป๋าแห้งทุกที เออ ว่าแต่เสาร์นี้ว่างไหม ไปกินหมูกระทะกันป่ะ คิดถึงร้านเดิมว่ะ
ผู้โทร: เออ ดีเลย ร้านเจ้าเดิมเนอะ อร่อยดี เอากี่โมงดีล่ะ
ผู้รับสาย: เย็น ๆ หกโมงได้ป่ะ จะได้ไม่ต้องรอคิวนาน ช่วงนี้คนเยอะ
ผู้โทร: โอเคเลย หกโมงเจอกันหน้าร้านนะ อ้อ ชวนไอ้ต้นมาด้วยดิ มันบ่นอยากเจอพวกเราตั้งนานแล้ว
ผู้รับสาย: ได้ ๆ เดี๋ยวเราทักไปในกลุ่มเลย แล้วค่าข้าวหารกันเหมือนเดิมเนอะ
ผู้โทร: เออ หารกันแหละ สบาย ๆ เอาไว้เจอกันเสาร์นี้นะเพื่อน ไปทำงานต่อก่อนละ บาย
ผู้รับสาย: จ้าาา บายยย ขับรถดี ๆ นะ",0,เพื่อนคุยเล่น-นัดกินข้าว,call
"ผู้โทร: สวัสดีค่ะ ติดต่อจากฝ่ายบริการลูกค้าของบริษัทขนส่งนะคะ ขอเรียนสายคุณ...ค่ะ พอดีเมื่อวานคุณแจ้งเรื่องพัสดุชำรุดเข้ามาใช่ไหมคะ
ผู้รับสาย: ใช่ค่ะ ของที่สั่งมาแตกเลยค่ะ กล่องบุบมาก เหมือนโดนโยน
ผู้โทร: ต้องขอโทษด้วยจริง ๆ นะคะ เดี๋ยวดิฉันช่วยดำเนินการเคลมให้เลยค่ะ ขอรบกวนถามรายละเอียดนิดนึงนะคะ ไม่ทราบว่าเลขพัสดุขึ้นต้นด้วยอะไรคะ
ผู้รับสาย: เอ่อ...รอแป๊บนะคะ หยิบกล่องก่อน...อ๋อ เจอแล้ว ขึ้นต้นด้วย TH ตามด้วยตัวเลขยาว ๆ ค่ะ
ผู้โทร: ค่ะ ได้รับข้อมูลแล้วนะคะ แล้วตอนที่ของมาส่ง คุณได้ถ่ายรูปสภาพกล่องกับของข้างในไว้ไหมคะ จะได้ใช้ประกอบการเคลมค่ะ
ผู้รับสาย: ถ่ายไว้ค่ะ ทั้งกล่องทั้งของเลย แล้วก็มีคลิปตอนแกะด้วยค่ะ
ผู้โทร: เยี่ยมเลยค่ะ มีหลักฐานครบแบบนี้เคลมง่ายเลยค่ะ เดี๋ยวดิฉันส่งลิงก์แบบฟอร์มของบริษัทไปให้ทางอีเมลนะคะ คุณแนบรูปแล้วกรอกรายละเอียดได้เลย ใช้เวลาตรวจสอบประมาณสามถึงห้าวันทำการค่ะ
ผู้รับสาย: อ๋อ โอเคค่ะ แล้วถ้าผ่านเคลม จะได้ของใหม่หรือได้เงินคืนคะ
ผู้โทร: ขึ้นอยู่กับนโยบายร้านค้ากับมูลค่าสินค้าค่ะ ส่วนใหญ่ถ้าของเสียหายจากการขนส่ง บริษัทจะชดเชยตามมูลค่าที่เอาประกันไว้ค่ะ เดี๋ยวเจ้าหน้าที่แจ้งผลให้ทราบอีกทีนะคะ
ผู้รับสาย: เข้าใจแล้วค่ะ ขอบคุณที่ช่วยดูแลนะคะ
ผู้โทร: ยินดีค่ะ ต้องขออภัยอีกครั้งในความไม่สะดวกนะคะ ถ้ามีข้อสงสัยเพิ่มเติม โทรกลับมาเบอร์นี้หรือทักทางแอปได้เลยค่ะ ขอบคุณที่ใช้บริการนะคะ สวัสดีค่ะ
ผู้รับสาย: ค่ะ ขอบคุณมากค่ะ สวัสดีค่ะ",0,ขนส่งจริง-เคลมของชำรุด,call
