text,label,category,channel
"สวัสดีครับ",0,ทักทาย,call
"สวัสดีค่ะ",0,ทักทาย,call
"ครับ",0,ทักทาย,call
"ค่ะ",0,ทักทาย,call
"ฮัลโหล",0,ทักทาย,call
"ฮัลโหล สวัสดีครับ",0,ทักทาย,call
"ว่าไงครับ มีอะไรเหรอ",0,ทักทาย,call
"ขอบคุณครับ",0,ทักทาย,call
"ขอบคุณมากค่ะ",0,ทักทาย,call
"ไม่เป็นไรครับ",0,ทักทาย,call
"ได้ครับ เดี๋ยวจัดการให้",0,ทักทาย,call
"โอเคครับ รับทราบ",0,ทักทาย,chat
"รับทราบค่ะ เดี๋ยวดำเนินการให้",0,ทักทาย,chat
"สวัสดีครับ ไม่ทราบว่าใครโทรมาครับ",0,ทักทาย,call
"สวัสดีค่ะ มีอะไรให้ช่วยไหมคะ",0,ทักทาย,call
"เดี๋ยวโทรกลับนะครับ ตอนนี้ติดประชุม",0,ทักทาย,call
"ตอนนี้ไม่ค่อยสะดวกคุยครับ",0,ทักทาย,call
"สายไม่ค่อยชัดเลยค่ะ พูดอีกทีได้ไหมคะ",0,ทักทาย,call
"ครับผม รอสักครู่นะครับ",0,ทักทาย,call
"สวัสดีครับ บ้านคุณสมชายใช่ไหมครับ",0,ทักทาย,call
"ค่ะ กำลังฟังอยู่ค่ะ",0,ทักทาย,call
"อ๋อ เข้าใจแล้วครับ ขอบคุณนะครับ",0,ทักทาย,call
"ยินดีครับ แล้วเจอกันนะ",0,ทักทาย,chat
"สวัสดีตอนเช้าครับ วันนี้อากาศดีนะ",0,ทักทาย,chat
"เป็นไงบ้าง สบายดีไหม ไม่ได้เจอกันนาน",0,ทักทาย,chat
"ไว้คุยกันใหม่นะ บายครับ",0,ทักทาย,call
"โทรมาธุระอะไรเหรอครับ",0,ทักทาย,call
"พอดีโทรมาถามว่าว่างไหม เย็นนี้",0,ทักทาย,call
"เดี๋ยวส่งที่อยู่ให้ทางไลน์นะครับ",0,ทักทาย,chat
"โอนเงินมาด่วนภายในสิบนาทีไม่งั้นบัญชีโดนระงับ",1,ธนาคาร,call
"กดลิงก์นี้เพื่อยืนยันตัวตนทันที",1,ฟิชชิง,sms
"แจ้งรหัส OTP ที่ได้รับมาให้เจ้าหน้าที่หน่อยครับ",1,ธนาคาร,call
"บัญชีคุณพัวพันคดีฟอกเงิน ต้องโอนมาตรวจสอบ",1,ตำรวจ,call
"ถ้าไม่โอนเงินวันนี้จะถูกออกหมายจับ",1,ตำรวจ,call
"คุณได้รับรางวัลใหญ่ โอนค่าภาษีก่อนรับเงิน",1,รางวัล,sms
"ลงทุนกับเราการันตีกำไรสามสิบเปอร์เซ็นต์ต่อเดือน",1,ลงทุน,chat
"พัสดุตกค้าง กดลิงก์ชำระค่าปรับด่วน",1,พัสดุ,sms
"บัญชีถูกอายัด โอนเงินไปบัญชีปลอดภัยที่จัดให้",1,ธนาคาร,call
"ค้างค่าไฟ จะตัดไฟวันนี้ กดลิงก์จ่ายด่วน",1,หน่วยงาน,sms
"ห้ามวางสาย ห้ามบอกใคร โอนเงินมาเดี๋ยวนี้",1,ตำรวจ,call
"เปิดบัญชีเทรดกับเรา โอนทุนขั้นต่ำห้าพันรับกำไรทันที",1,ลงทุน,chat
"ยืนยันข้อมูลบัตรเครดิตผ่านลิงก์นี้ด่วน",1,ฟิชชิง,sms
"คุณมีคดีค้าง ต้องโอนเงินประกันตัวมาก่อน",1,ตำรวจ,call
"รับงานออนไลน์รายได้ดี วางเงินมัดจำก่อนรับงาน",1,งานออนไลน์,chat
"กรอกเลขบัตรประชาชนและบัญชีเพื่อรับเงินคืนภาษี",1,หน่วยงาน,sms
