text,label,category,channel
"บัญชีออมทรัพย์ของท่านมีเงินเข้า 1200 บาท คงเหลือ 9450 บาท ขอบคุณที่ใช้บริการ",0,ธนาคาร,sms
"แจ้งยอดเงินเดือนเข้าบัญชีเรียบร้อยแล้ว 18500 บาท ตรวจสอบได้ในแอป",0,ธนาคาร,sms
"คุณชำระค่างวดรถเดือนนี้เรียบร้อยแล้ว ขอบคุณที่ชำระตรงเวลา",0,ธนาคาร,sms
"สรุปยอดใช้จ่ายบัตรเครดิตรอบบิลนี้ 4250 บาท กำหนดชำระ 28 มิถุนายน",0,ธนาคาร,sms
"ทำรายการโอนเงินสำเร็จ 500 บาท ไปยังบัญชีปลายทางของคุณแม่",0,ธนาคาร,sms
"แจ้งเตือนดอกเบี้ยเงินฝากเข้าบัญชี 35 บาท ประจำเดือนมิถุนายน",0,ธนาคาร,sms
"ยินดีต้อนรับสู่บริการธนาคารบนมือถือ ดูยอดและโอนเงินได้สะดวกในแอป",0,ธนาคาร,sms
"คุณถอนเงินที่ตู้เอทีเอ็มสาขาเซ็นทรัล 2000 บาท เมื่อเวลา 18:05 น",0,ธนาคาร,sms
"บิลค่าน้ำเดือนนี้ 185 บาท ชำระได้ที่เคาน์เตอร์เซอร์วิสหรือในแอปธนาคาร",0,บริการ,sms
"ใบแจ้งค่าไฟฟ้าประจำเดือนพร้อมแล้ว ยอด 640 บาท ครบกำหนด 20 มิถุนายน",0,บริการ,sms
"พี่ครับ พรุ่งนี้นัดส่งงานกลุ่มกี่โมง ผมจะเตรียมสไลด์ไปด้วย",0,เรียน,chat
"เพื่อน ๆ ใครมีหนังสือเรียนวิชาฟิสิกส์เล่มสองบ้าง ขอยืมถ่ายเอกสารหน่อย",0,เรียน,chat
"แม่ครับ เย็นนี้ผมกลับบ้านช้าหน่อย ติวหนังสือกับเพื่อนที่ห้องสมุด",0,ครอบครัว,chat
"ตาขอให้หลานช่วยซื้อยาที่ร้านขายยาหน่อยนะ เดี๋ยวให้เงินตอนกลับมา",0,ครอบครัว,chat
"วันนี้ฝนตกหนักมาก ใครขับรถระวังด้วยนะ ถนนลื่น",0,เพื่อน,chat
"ทีมเราชนะการแข่งขันแล้ว ดีใจมากเลย ขอบคุณทุกคนที่ช่วยกัน",0,เพื่อน,chat
"คุณครูฝากบอกว่าให้นำใบงานวิทยาศาสตร์มาส่งวันจันทร์นะคะ",0,เรียน,chat
"ร้านกาแฟเปิดใหม่หลังโรงเรียน ลองไปนั่งทำงานกันไหม บรรยากาศดี",0,เพื่อน,chat
"ขอบคุณที่สั่งซื้อค่ะ ระบบได้รับคำสั่งซื้อแล้ว จะจัดส่งภายใน 2-3 วันทำการ",0,ร้านค้า,chat
"คำสั่งซื้อหมายเลข 5521 จัดส่งสำเร็จแล้ว ขอบคุณที่อุดหนุนนะคะ",0,ร้านค้า,sms
"นัดหมายทำฟันของคุณคือวันศุกร์ 14:00 น กรุณามาก่อนเวลา 10 นาที",0,สุขภาพ,sms
"ผลการเรียนเทอมนี้ออกแล้ว เข้าดูได้ในระบบของโรงเรียน",0,เรียน,sms
"พ่อจะไปรับที่สถานีรถไฟตอนหกโมงเย็นนะ รอตรงทางออกหนึ่ง",0,ครอบครัว,chat
"เย็นนี้ซ้อมดนตรีต่อไหม หรือพักก่อนพรุ่งนี้ค่อยซ้อม",0,เพื่อน,chat
"ขอบคุณสำหรับการสัมภาษณ์ค่ะ ทางบริษัทจะแจ้งผลภายในสัปดาห์หน้า",0,งาน,chat
"สวัสดีครับ ผมโทรจาก ทนาคาน บันชีคุนถูกระงับ กรุนาแจ้งราหัด โอที่พี่ ด่วน",1,ธนาคาร,call
"ผมเปนเจ้าหน้าที่ตำหรวด บันชีคุนพัวพันคดีฟอกเงิน ต้องโอนเงินมาตรวดสอบ",1,ตำรวจ,call
"พัดสดุคุนตกค้างที่สูนกรุนากดลิงเพื่อยืนยันตัวตนภายในวันนี้ไม่งั้นตีกลับ",1,พัสดุ,sms
"คุนได้รับราวัลใหย่ กรุนาโอนค่าพาสีก่อนรับเงินราวัลนะคับ",1,รางวัล,call
"ลงทุนกับเราผนตอบแทนสามสิบเปอเซนต่อเดือน การันตีกำไรโอนเลยตอนนี้",1,ลงทุน,chat
"การไฟฟ้าแจ้งจะตัดไฟภายในสองชั่วโมงกรุนากดลิงชำระเงินด่วน",1,หน่วยงาน,sms
"สวัสดีค่ะโทรจากกรมสรรพากรคุณได้คืนภาษีกรุณาแจ้งเลขบัญชีและรหัสโอทีพี",1,หน่วยงาน,call
"นี่คือเจ้าหน้าที่ ปปง คดีนี้เป็นความลับห้ามบอกใครให้โอนเงินมากันไว้ก่อน",1,ตำรวจ,call
"พัสดุของคุณมีสิ่งผิดกฎหมายเรื่องส่งถึงตำรวจแล้วโอนค่าประกันตัวมาด่วน",1,ตำรวจ,call
"แอดมินแจ้งว่าต้องเติมเงินเข้าระบบก่อนถึงจะถอนกำไรงานออนไลน์ออกมาได้",1,งานออนไลน์,chat
"ที่รักผมส่งทองมาให้แต่ติดที่ศุลกากรช่วยโอนค่าภาษีให้ก่อนนะคนดี",1,romance,chat
"บัญชีของคุณถูกล็อกกรุณากดลิงก์ติดตั้งแอปและกรอกรหัสผ่านเพื่อปลดล็อกทันที",1,ฟิชชิง,sms
"คุณมียอดค้างชำระค่าปรับจราจรกดลิงก์จ่ายภายในวันนี้ไม่งั้นถูกออกหมายจับ",1,หน่วยงาน,sms
"รับสมัครงานพิมพ์เอกสารที่บ้านรายได้ดีโอนค่าสมัครและค่าอุปกรณ์ก่อนเริ่ม",1,งานออนไลน์,chat
"เปิดบัญชีเทรดกับโค้ชวันนี้รับโบนัสทันทีโอนทุนขั้นต่ำห้าพันการันตีกำไร",1,ลงทุน,chat
